latitude,longitude,depth,mag,id,place,type
-4.4634,132.8145,10,4.6,us7000j62m,"129 km N of Tual, Indonesia",earthquake
18.3,145.9099,152.773,4.8,us7000j62k,"Pagan region, Northern Mariana Islands",earthquake
60.847,-152.3511,105.7,2.6,ak023yxplwu,"60 km WNW of Nikiski, Alaska",earthquake
60.4838,-141.4008,15.1,2.8,ak023yxplfr,"134 km SE of McCarthy, Alaska",earthquake
31.72345748,-104.5313414,5.977319336,2.5,tx2023blmu,"52 km SSW of Whites City, New Mexico",earthquake
9.4596,126.1881,83.269,4.4,us7000j62b,"19 km N of Cortes, Philippines",earthquake
62.6127,-152.1539,0.1,2.6,ak023yx2hw9,"72 km W of Petersville, Alaska",earthquake
37.2122,141.5403,50.582,4.3,us7000j623,"56 km ESE of Namie, Japan",earthquake
60.0205,-152.5031,91.9,3,ak023ywubrv,Southern Alaska,earthquake
17.94633333,-67.01816667,7.94,2.63,pr71393653,"4 km SE of La Parguera, Puerto Rico",earthquake
19.27283333,-64.83783333,24.74,3.31,pr71393643,"103 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
63.2956,-149.7613,107.5,2.7,ak023yw8n23,"41 km WSW of Cantwell, Alaska",earthquake
2.7991,127.097,48.918,4.5,us7000j61s,Molucca Sea,earthquake
60.2488,-152.8033,107.2,2.5,ak023yv8nxl,Southern Alaska,earthquake
18.00016667,-66.80883333,14.87,2.59,pr71393633,"1 km ENE of Indios, Puerto Rico",earthquake
19.30783333,-64.74816667,42.81,3.35,pr71393613,"108 km N of Cruz Bay, U.S. Virgin Islands",earthquake
3.9573,-32.2273,10,4.9,us7000j61d,central Mid-Atlantic Ridge,earthquake
59.7054,-153.1452,113.5,2.5,ak023yuqijg,"54 km E of Pedro Bay, Alaska",earthquake
58.1381,-152.7319,47.5,2.7,ak023yuopmr,"13 km NE of Aleneva, Alaska",earthquake
19.02516667,-65.05116667,22.1,3.17,pr71393588,"76 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.06216667,-64.8555,38.73,3.18,pr71393578,Virgin Islands,earthquake
-21.1028,-68.5557,150.93,4.1,us7000j612,"154 km NNE of Calama, Chile",earthquake
2.8567,127.0676,35,4.7,us7000j610,"162 km NW of Tobelo, Indonesia",earthquake
31.66382044,-104.3832334,7.10847168,2.5,tx2023blaf,"56 km S of Whites City, New Mexico",earthquake
19.25333333,-64.85016667,34.83,3.19,pr71393548,"101 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
-57.3216,-25.6375,35,5,us7000j60t,South Sandwich Islands region,earthquake
19.2806,-64.84,49,3.77,pr2023021002,Virgin Islands,earthquake
19.3221,-64.8171,30,3.79,pr2023021003,"109 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.28583333,-64.848,26.48,3.39,pr71393503,"104 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
53.4636,-163.6677,26.3,3.5,ak023ytcsbg,"Unimak Island region, Alaska",earthquake
19.2971,-64.8208,49,3.87,pr2023021004,"106 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.27266667,-64.8555,44.24,3.24,pr71393483,"103 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.3256,-64.8465,33,3.88,pr2023021001,"109 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.3615,-64.852,20.84,3.42,pr71393458,"113 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.25300026,-155.3853302,31.13999939,2.55,hv73308912,"Island of Hawaii, Hawaii",earthquake
19.29833333,-64.8355,44.29,3.37,pr71393453,"106 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
53.3002,-163.5332,23.807,4.6,us7000j606,"173 km S of False Pass, Alaska",earthquake
19.3403,-64.8281,34,3.69,pr2023021000,"111 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
-18.2573,-70.8206,40.232,4.3,us7000j605,"51 km SSW of Las Yaras, Peru",earthquake
2.7788,127.0784,47.107,5.1,us7000j603,"155 km NW of Tobelo, Indonesia",earthquake
19.54533333,-65.70416667,86.69,3.19,pr71393433,"124 km N of Suárez, Puerto Rico",earthquake
19.32833333,-64.83666667,35.07,3.2,pr71393423,"109 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.31283333,-64.885,24.61,3.32,pr71393418,"107 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
38.8075,-122.786,0.99,2.55,nc73834921,"4km NW of The Geysers, CA",earthquake
38.8208333,-122.788,0.9,3.06,nc73834926,"6km NNW of The Geysers, CA",earthquake
3.2299,96.1937,47.098,4.5,us7000j5zt,"85 km NNW of Sinabang, Indonesia",earthquake
-21.4284,-66.718,245.948,4,us7000j5zk,"75 km SW of Atocha, Bolivia",earthquake
2.4765,126.7826,43.449,4.6,us7000j5zi,"159 km WNW of Tobelo, Indonesia",earthquake
37.379,-122.2308333,7.71,2.66,nc71129769,"1km SE of Portola Valley, CA",earthquake
37.3781667,-122.2253333,7.25,2.53,nc73834856,"1km SE of Portola Valley, CA",earthquake
19.5,-65.744,116,4.01,pr2023020000,"118 km N of Suárez, Puerto Rico",earthquake
-19.9412,-68.9363,121.466,4.5,us7000j5xr,"130 km ENE of Iquique, Chile",earthquake
-26.7209,-63.0394,610.671,6.8,us7000j5x2,"24 km SW of Campo Gallo, Argentina",earthquake
18.087,-66.90566667,18.41,2.47,pr71393348,"5 km N of Lluveras, Puerto Rico",earthquake
-3.9681,34.3621,10,4.6,us7000j5wu,"33 km N of Kiomboi, Tanzania",earthquake
18.8245,-67.2945,29.7,2.88,pr71393333,"42 km NNW of San Antonio, Puerto Rico",earthquake
37.7696,141.5306,69.558,4.5,us7000j5vu,"56 km NE of Namie, Japan",earthquake
-5.2778,101.8249,25.488,4.5,us7000j5vt,"170 km SSW of Bengkulu, Indonesia",earthquake
2.8019,127.0115,22.687,5,us7000j5vr,Molucca Sea,earthquake
44.943,148.0752,10.628,4.1,us6000jjpe,"35 km SSE of Kuril’sk, Russia",earthquake
52.2302,-170.4085,25.6,3.6,ak023xat8ng,"131 km SW of Nikolski, Alaska",earthquake
-28.144,-176.2771,10,5.4,us7000j5sy,Kermadec Islands region,earthquake
18.80683333,-66.812,14,3.24,pr71393318,"35 km N of Hatillo, Puerto Rico",earthquake
16.131,-62.1564,166.372,6.2,us7000j5sc,"40 km WSW of Pointe-Noire, Guadeloupe",earthquake
18.3835,-67.40033333,14.11,3.11,pr71393298,"16 km WNW of Rincón, Puerto Rico",earthquake
3.005,127.1757,35,4.7,us7000j5s7,"168 km NNW of Tobelo, Indonesia",earthquake
19.2095,-155.4018333,31.94,3.03,hv73308437,"8 km E of Pāhala, Hawaii",earthquake
3.5756,128.5755,9.826,4.9,us7000j5qh,"213 km NNE of Tobelo, Indonesia",earthquake
41.128,-123.8753333,25.27,4.26,nc73834441,"16km WSW of Weitchpec, CA",earthquake
36.484,-120.6923333,10.28,3.02,nc73834401,"8km NNW of New Idria, CA",earthquake
37.3741667,-122.2261667,7.28,2.88,nc73834386,"1km SE of Portola Valley, CA",earthquake
18.02433333,-66.76866667,14.53,2.46,pr71393288,Puerto Rico region,earthquake
18.0185,-67.26383333,34.74,2.92,pr71393278,"9 km WNW of Pole Ojea, Puerto Rico",earthquake
38.9264,142.0923,48.794,5,us7000j5pu,"near the east coast of Honshu, Japan",earthquake
36.0863,31.6512,87.259,4.2,us7000j5ps,"59 km SSW of Türkler, Turkey",earthquake
-56.4321,158.7822,10,4.7,us7000j5pn,Macquarie Island region,earthquake
39.0628,70.7087,14.558,4.7,us7000j5pg,"29 km E of Rasht, Tajikistan",earthquake
-7.4437,122.9267,539.902,4.4,us7000j5pe,"152 km NNE of Maumere, Indonesia",earthquake
59.6726,-152.1165,63.2,2.7,ak023x4rman,"19 km SW of Anchor Point, Alaska",earthquake
19.63583333,-65.87233333,46.57,3.4,pr71393268,"131 km N of San Juan, Puerto Rico",earthquake
-15.4484,-172.8284,10,4.9,us7000j5p0,Samoa Islands region,earthquake
59.7879,-150.2718,16.9,2.5,ak023x47itq,"39 km ESE of Fox River, Alaska",earthquake
62.1494,-152.086,103.5,2.6,ak023x40ltz,Central Alaska,earthquake
35.4849,80.3517,10,4.2,us7000j5nn,"183 km SSE of Hotan, China",earthquake
38.7511667,-123.0948333,6.28,3.59,nc73834231,"9km SW of Cloverdale, CA",earthquake
11.9085,-87.7477,37.368,4.2,us7000j5ni,"89 km SW of Corinto, Nicaragua",earthquake
18.9455,-66.43116667,20.19,2.9,pr71393253,Puerto Rico region,earthquake
32.6949,23.4225,10,4,us7000j5ne,"74 km E of Darnah, Libya",earthquake
2.7335,127.0413,61.757,4.3,us7000j5mh,"154 km NW of Tobelo, Indonesia",earthquake
6.8247,123.6366,599.231,4.2,us7000j5md,"42 km W of Gadung, Philippines",earthquake
56.1896,-149.3174,15.172,3.4,us7000j5m5,"240 km SE of Chiniak, Alaska",earthquake
56.2551,-149.7959,10,3.9,us7000j5lv,Gulf of Alaska,earthquake
2.7461,127.0847,56.648,4.7,us7000j5ls,"152 km NW of Tobelo, Indonesia",earthquake
41.1286667,-123.8765,26.26,3.66,nc73834131,"16km WSW of Weitchpec, CA",earthquake
36.8016667,-121.5186667,4.17,2.47,nc73834106,"5km SSE of San Juan Bautista, CA",earthquake
36.8073333,-121.532,4.17,3.16,nc73834081,"4km S of San Juan Bautista, CA",earthquake
2.6331,126.8351,65.929,4.5,us7000j5kz,"164 km NW of Tobelo, Indonesia",earthquake
13.841,-89.9523,7.141,4.1,us7000j5kw,El Salvador,earthquake
-21.4084,-174.196,10,5,us7000j5km,"78 km E of ‘Ohonua, Tonga",earthquake
2.6654,126.9787,63.606,4.8,us7000j5kl,"154 km NW of Tobelo, Indonesia",earthquake
1.146,-85.258,39.223,4.8,us7000j5kj,off the coast of Ecuador,earthquake
36.8096667,-121.531,5.32,3.56,nc73834041,"4km S of San Juan Bautista, CA",earthquake
-35.6972,-103.8494,10,4.8,us7000j5ke,southeast of Easter Island,earthquake
-17.342,-178.9889,553.014,4.5,us7000j5jy,"196 km ENE of Levuka, Fiji",earthquake
52.8083,152.9293,499.292,4.4,us7000j5im,"284 km WNW of Ozernovskiy, Russia",earthquake
17.9455,-65.62116667,16.73,2.46,pr71393243,"23 km SW of Esperanza, Puerto Rico",earthquake
19.6516,-65.7675,10,3.71,pr2023019000,"135 km N of Suárez, Puerto Rico",earthquake
4.397,126.8701,47.934,4.4,us7000j5ig,"191 km SE of Sarangani, Philippines",earthquake
36.382,-97.6435,7.83,3.03,ok2023bhzl,Oklahoma,earthquake
35.8578333,-117.6995,8.5,3.35,ci40403984,"21km ESE of Little Lake, CA",earthquake
13.7446,145.0964,120.896,5,us7000j5hv,"32 km NE of Yigo Village, Guam",earthquake
2.9275,127.049,53.443,4.8,us7000j5ht,"170 km NW of Tobelo, Indonesia",earthquake
2.7597,127.0019,48.669,4.7,us7000j5hq,"159 km NW of Tobelo, Indonesia",earthquake
41.317,142.5669,37.201,4.4,us7000j5hp,"Hokkaido, Japan region",earthquake
19.2495,-155.4103333,32.84,2.82,hv73307587,"8 km NE of Pāhala, Hawaii",earthquake
-6.2454,125.3943,546.03,4.9,us7000j5hm,"255 km N of Metinaro, Timor Leste",earthquake
53.5331,-163.6261,25.299,4.8,us7000j5hk,"147 km S of False Pass, Alaska",earthquake
35.5411,71.4241,96.044,5.1,us7000j5hh,"47 km ENE of Pārūn, Afghanistan",earthquake
6.0677,125.6309,133.144,4.7,us7000j5fu,"8 km WSW of Lamitan, Philippines",earthquake
53.5309,-163.6453,36.776,4.2,us7000j5fr,"148 km S of False Pass, Alaska",earthquake
2.8532,127.0514,48.192,4.5,us7000j5fm,"163 km NW of Tobelo, Indonesia",earthquake
2.7518,127.0542,55.874,4.5,us7000j5fk,"155 km NW of Tobelo, Indonesia",earthquake
53.4435,-163.5938,24.357,4.2,us7000j5fb,"157 km S of False Pass, Alaska",earthquake
-24.1063,-66.7243,202.01,4.6,us7000j5f1,"43 km WNW of San Antonio de los Cobres, Argentina",earthquake
38.613,44.7799,10,4.2,us7000j5f2,Turkey-Iran border region,earthquake
2.7042,127.0452,35,4.5,us6000jjgz,"152 km NW of Tobelo, Indonesia",earthquake
-12.1655,166.7599,192.329,4.5,us6000jjgw,"190 km SSE of Lata, Solomon Islands",earthquake
-64.4289,174.8642,10,4.6,us6000jjgx,Balleny Islands region,earthquake
-6.6529,104.1805,35,4.4,us6000jjgv,"180 km SW of Bandar Lampung, Indonesia",earthquake
-11.208,166.3807,10,4.5,us6000jjh5,"83 km SE of Lata, Solomon Islands",earthquake
33.7326,137.2728,14.259,4.5,us7000j5ep,"92 km SSE of Toba, Japan",earthquake
17.318,-83.9092,33.145,4.2,us6000jjgu,"172 km NNE of Barra Patuca, Honduras",earthquake
2.9459,127.2927,35,4.2,us6000jjh4,"156 km NNW of Tobelo, Indonesia",earthquake
39.4825,25.8279,10,4.3,us7000j5e7,"32 km WNW of Míthymna, Greece",earthquake
19.8775,120.5851,10,4.3,us6000jjgt,"147 km N of Pagudpud, Philippines",earthquake
25.937,143.0309,10,4.6,us7000j5e6,"Volcano Islands, Japan region",earthquake
2.801,127.2439,35,4.4,us6000jjgs,Molucca Sea,earthquake
12.1382,94.4587,10,4.5,us6000jjgr,"Andaman Islands, India region",earthquake
19.47433333,-67.22083333,20.2,3.43,pr71393183,"109 km N of San Antonio, Puerto Rico",earthquake
44.2608,-116.217,8.532,2.6,us7000j5dm,"11 km WSW of Smiths Ferry, Idaho",earthquake
44.2853,-116.194,17.284,2.6,us7000j5dk,"8 km WSW of Smiths Ferry, Idaho",earthquake
18.3773,-68.8271,151,4.42,pr2023018000,"16 km ESE of La Romana, Dominican Republic",earthquake
-0.8678,133.6173,35.541,4.4,us7000j5cr,"49 km W of Manokwari, Indonesia",earthquake
2.7796,126.9699,43.006,4.6,us7000j5c1,"163 km NW of Tobelo, Indonesia",earthquake
31.63476374,-104.3991199,6.080151367,2.6,tx2023bgqy,"60 km S of Whites City, New Mexico",earthquake
-17.0224,175.5503,10,4.8,us7000j5bm,"212 km WNW of Lautoka, Fiji",earthquake
2.7058,126.8415,49.823,4.8,us7000j5bk,"168 km NW of Tobelo, Indonesia",earthquake
-21.6883,170.4121,157.305,4.7,us7000j5bj,"262 km E of Tadine, New Caledonia",earthquake
-17.4728,-174.6542,227.978,4.5,us7000j5ba,"148 km NNW of Neiafu, Tonga",earthquake
2.7122,126.963,54.611,4.6,us7000j5aw,"159 km NW of Tobelo, Indonesia",earthquake
38.2879,21.8309,10,4.2,us7000j5al,"1 km NNW of Áno Kastrítsi, Greece",earthquake
62.2092,-123.921,7.001,4.1,us7000j5aj,"Northwest Territories, Canada",earthquake
-24.1049,-179.5264,505.884,4.5,us6000jjf6,south of the Fiji Islands,earthquake
2.6911,126.8984,46.469,4.6,us7000j5ak,"163 km NW of Tobelo, Indonesia",earthquake
-30.3249,-177.3951,10,4.7,us7000j5ah,"Kermadec Islands, New Zealand",earthquake
-16.175,-176.0418,374.169,4.3,us6000jjev,"241 km W of Hihifo, Tonga",earthquake
34.9433,14.1934,10,4.7,us7000j59w,"101 km SSW of Żurrieq, Malta",earthquake
-11.1287,111.6908,10,5.1,us7000j59q,"south of Java, Indonesia",earthquake
-11.1071,111.7867,10,5,us7000j59m,"south of Java, Indonesia",earthquake
2.7327,126.9768,52.938,4.9,us7000j59l,"159 km NW of Tobelo, Indonesia",earthquake
34.8698,14.3276,10,5.1,us7000j59j,"107 km S of Żurrieq, Malta",earthquake
2.9006,127.2076,35,4.9,us7000j59h,Molucca Sea,earthquake
38.4062,45.0078,10,4.4,us7000j59a,"16 km SSE of Khowy, Iran",earthquake
2.7626,127.0525,56.609,4.6,us7000j57n,"156 km NW of Tobelo, Indonesia",earthquake
34.9792,14.2769,10,4.6,us7000j5a4,"96 km S of Żurrieq, Malta",earthquake
2.756,127.0702,47.346,4.5,us7000j57p,"154 km NW of Tobelo, Indonesia",earthquake
2.7773,126.9797,50.613,4.7,us7000j57i,"163 km NW of Tobelo, Indonesia",earthquake
2.6223,126.9865,48.533,4.3,us7000j57g,"150 km NW of Tobelo, Indonesia",earthquake
-13.3931,66.8185,10,5,us7000j579,Mid-Indian Ridge,earthquake
38.4726,44.8342,17.719,4.4,us7000j574,"13 km SW of Khowy, Iran",earthquake
38.4114,44.9348,10,5.8,us7000j56z,Turkey-Iran border region,earthquake
2.6799,126.9773,71.166,4.6,us7000j56y,"155 km NW of Tobelo, Indonesia",earthquake
19.04483333,-155.4251667,36.17,2.58,hv73306517,"16 km E of Naalehu, Hawaii",earthquake
2.6819,127.135,50.817,5.5,us7000j56g,"143 km NW of Tobelo, Indonesia",earthquake
-30.3889,-71.9674,27.633,4.5,us7000j56e,"Near the coast of Coquimbo, Chile",earthquake
35.3228333,-118.5685,3.77,2.79,ci40403560,"24km NNW of Tehachapi, CA",earthquake
2.8548,127.2667,48.792,4.6,us7000j56f,"149 km NNW of Tobelo, Indonesia",earthquake
2.7616,127.0111,35,4.8,us7000j566,"159 km NW of Tobelo, Indonesia",earthquake
63.0486,-148.7177,55.1,2.6,ak023tvfc45,"39 km SSE of Cantwell, Alaska",earthquake
2.8271,127.0886,35,5,us7000j5dp,Molucca Sea,earthquake
2.7347,127.0598,28.566,7,us7000j553,"153 km NW of Tobelo, Indonesia",earthquake
17.97216667,-66.83816667,16.93,2.73,pr71393123,"3 km SW of Indios, Puerto Rico",earthquake
18.08416667,-66.17966667,14.26,3.13,pr71393113,"3 km SSW of Cayey, Puerto Rico",earthquake
14.2601,123.0134,10,4.6,us7000j54t,"11 km ENE of Sabang Indan, Philippines",earthquake
24.7915,124.8538,54.834,4.8,us7000j54p,"southwestern Ryukyu Islands, Japan",earthquake
34.9044,14.2658,10,5,us7000j54l,"104 km S of Żurrieq, Malta",earthquake
-1.4513,-15.3787,10,4.6,us6000jjdr,north of Ascension Island,earthquake
-0.2132,97.5504,10,4.3,us6000jjdq,"Kepulauan Batu, Indonesia",earthquake
17.93666667,-66.904,13.78,2.85,pr71393103,"3 km S of Guánica, Puerto Rico",earthquake
-13.1094,166.6574,35,4.9,us6000jjdp,"128 km NW of Sola, Vanuatu",earthquake
61.6271,-149.6415,20,2.6,ak023ttqgj5,"2 km W of Meadow Lakes, Alaska",earthquake
36.52633333,-98.6065,6.31,2.49,ok2023bfiv,"14 km WSW of Carmen, Oklahoma",earthquake
24.7752,125.4156,35,4.6,us7000j54d,"11 km ESE of Hirara, Japan",earthquake
14.3601,-91.2682,121.397,4.2,us7000j543,"6 km SE of Río Bravo, Guatemala",earthquake
29.6417,101.7166,35,4.5,us6000jjdw,"46 km SSW of Kangding, China",earthquake
31.62533387,-104.4003803,7.596923828,2.6,tx2023bffi,"61 km S of Whites City, New Mexico",earthquake
11.5055,95.1941,10,4.4,us6000jjdm,"267 km E of Port Blair, India",earthquake
52.324,-169.97,35,3.5,us6000jjdn,"Fox Islands, Aleutian Islands, Alaska",earthquake
14.2853,123.2696,10,4.6,us7000j52g,"34 km NE of Mercedes, Philippines",earthquake
-0.0007,123.1832,152.529,6,us7000j511,"61 km SSE of Gorontalo, Indonesia",earthquake
12.9545,-88.9654,61.827,4.1,us7000j510,off the coast of Central America,earthquake
36.10516667,-97.8355,7.46,2.63,ok2023bfcd,"5 km E of Hennessey, Oklahoma",earthquake
0.3371,122.3181,124.933,4.3,us7000j50a,"Minahasa, Sulawesi, Indonesia",earthquake
6.2754,126.0942,137.129,4.5,us7000j509,"13 km SW of Pondaguitan, Philippines",earthquake
-9.0914,148.075,9.858,5.1,us7000j502,"40 km SSW of Popondetta, Papua New Guinea",earthquake
-17.7445,-171.1648,14.633,5,us7000j4z6,Tonga region,earthquake
34.9131,14.2475,10.189,4.2,us7000j4yv,"103 km SSW of Żurrieq, Malta",earthquake
-25.7741,-69.0241,123.977,4.3,us7000j4yj,"Atacama, Chile",earthquake
-16.6678,-73.7684,47.886,4.3,us7000j4yg,"53 km SSW of Atico, Peru",earthquake
14.3416,122.9821,10,4.6,us7000j4z5,"15 km NNE of Sabang Indan, Philippines",earthquake
59.744,-153.1116,106.5,2.7,ak023sf0ptj,"56 km E of Pedro Bay, Alaska",earthquake
-24.614,-70.0847,60.489,4.4,us7000j4y9,"96 km NNE of Taltal, Chile",earthquake
36.5129,52.8992,10,4.5,us7000j4y6,"14 km S of Jūybār, Iran",earthquake
42.1404,-29.2623,9.983,5.1,us7000j4y5,Azores Islands region,earthquake
-7.9938,-74.5533,157.862,4.4,us7000j4x4,"42 km N of Pucallpa, Peru",earthquake
42.6698,-111.7963,5,2.9,us7000j4x3,"9 km SE of Bancroft, Idaho",earthquake
-8.3792,120.4573,10,4.6,us7000j4ww,"25 km N of Ruteng, Indonesia",earthquake
18.252,-66.38216667,32.26,2.62,pr71393063,"2 km NNE of Orocovis, Puerto Rico",earthquake
18.76366667,-65.11116667,17.16,2.67,pr71393058,Virgin Islands region,earthquake
30.1983,130.9092,34.299,4.3,us6000jj7f,"Kyushu, Japan",earthquake
51.2543,178.6883,28.332,4.2,us7000j4vm,"Rat Islands, Aleutian Islands, Alaska",earthquake
30.0275,131.0692,29.325,4.6,us7000j4vk,"56 km ESE of Koshima, Japan",earthquake
-38.2009,-74.0126,21.649,4.4,us7000j4vf,"69 km SW of Cañete, Chile",earthquake
17.98083333,-66.9115,13.76,2.59,pr71393043,"0 km SSE of Fuig, Puerto Rico",earthquake
60.0897,-153.3674,153.3,2.5,ak023sasjvo,"53 km NE of Pedro Bay, Alaska",earthquake
60.1071,-153.4663,175.3,2.5,ak023saaswd,"48 km ESE of Port Alsworth, Alaska",earthquake
-8.1443,-71.3375,635.507,4.3,us7000j4v4,"63 km W of Tarauacá, Brazil",earthquake
18.0075,-66.76516667,14.1,2.56,pr71393028,"1 km SSE of Magas Arriba, Puerto Rico",earthquake
-2.9361,140.0085,35,4.2,us7000j4v3,"78 km WSW of Abepura, Indonesia",earthquake
-35.0251,-106.9762,10,4.9,us7000j4v2,southern East Pacific Rise,earthquake
-15.3297,-172.8909,10,4.9,us7000j4v1,Samoa Islands region,earthquake
19.0155,-67.84716667,4.89,3.25,pr71393038,"75 km NE of Punta Cana, Dominican Republic",earthquake
40.4,-125.1436667,10,2.8,nc73833076,"73km W of Petrolia, CA",earthquake
17.96116667,-66.919,14.78,2.45,pr71393018,"1 km SW of Guánica, Puerto Rico",earthquake
17.8565,-67.24133333,17.87,2.48,pr71393013,Puerto Rico region,earthquake
44.0344,142.3295,14.888,4.4,us7000j4ug,"29 km N of Asahikawa, Japan",earthquake
82.0006,-5.0037,10,4.9,us7000j4u9,north of Svalbard,earthquake
-1.8101,99.6227,35,4.3,us6000jj6z,"125 km SW of Padang, Indonesia",earthquake
58.13,-137.5048,16.8,4.4,ak023s6syd5,Southeastern Alaska,earthquake
-9.0557,112.5281,64.982,5,us7000j4u0,"south of Java, Indonesia",earthquake
-28.2104,-178.2388,215.956,4,us6000jj74,Kermadec Islands region,earthquake
18.63466667,-65.2125,81.52,3.37,pr71392998,Puerto Rico region,earthquake
-5.0593,127.8237,329.509,4.3,us6000jj78,"155 km SSW of Ambon, Indonesia",earthquake
29.5708,141.0473,109.32,4.6,us7000j4tp,"Izu Islands, Japan region",earthquake
-3.8968,128.4524,130.784,4.8,us7000j4ti,"37 km SE of Ambon, Indonesia",earthquake
40.4013333,-124.1363333,23.93,2.64,nc73832996,"11km SSW of Rio Dell, CA",earthquake
-40.662,44.9473,10,4.4,us6000jj73,Southwest Indian Ridge,earthquake
-18.0535,168.2098,10,4.6,us7000j4t1,"36 km SSW of Port-Vila, Vanuatu",earthquake
18.94016667,-65.07733333,20.28,3.32,pr71392973,"68 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
19.25033333,-155.3985,32.43,2.67,hv73305377,"9 km ENE of Pāhala, Hawaii",earthquake
40.504,-124.4266667,17.62,2.65,nc73832961,"16km WSW of Ferndale, CA",earthquake
14.4102,122.9956,10,5.2,us7000j4sk,"22 km NNE of Sabang Indan, Philippines",earthquake
-10.9927,166.1624,11.316,4.8,us7000j4sf,Santa Cruz Islands,earthquake
-6.9885,129.4188,138.936,4.3,us6000jj5b,Banda Sea,earthquake
-15.4864,-70.3849,215.161,4.6,us7000j4s5,"15 km S of Lampa, Peru",earthquake
23.5913,92.4156,10,4.1,us7000j4s0,"34 km SW of Sairang, India",earthquake
18.283,-68.9065,114,4.1,pr2023016000,"17 km SSE of La Romana, Dominican Republic",earthquake
-14.773,167.3973,130.921,4.3,us6000jj52,"45 km NE of Port-Olry, Vanuatu",earthquake
18.99033333,-64.98266667,20.16,2.97,pr71392928,Virgin Islands region,earthquake
41.4606,20.0582,9.425,4.3,us7000j4rc,"5 km SSW of Klos, Albania",earthquake
61.7193,-149.5721,25.4,4.6,ak023qqz70l,"10 km N of Meadow Lakes, Alaska",earthquake
60.9132,-147.3225,31.4,2.6,ak023qqu9l4,"35 km W of Tatitlek, Alaska",earthquake
-3.1282,136.5175,35,4.4,us7000j4q6,"115 km ENE of Nabire, Indonesia",earthquake
51.7982,178.258,113.132,4.1,us6000jj51,"Rat Islands, Aleutian Islands, Alaska",earthquake
-41.535,-85.2349,10,4.6,us6000jj56,West Chile Rise,earthquake
18.0285,-66.99466667,7.91,2.65,pr71392908,"5 km WSW of Liborio Negron Torres, Puerto Rico",earthquake
-0.8968,146.8626,10,4.5,us6000jj50,"133 km NNW of Lorengau, Papua New Guinea",earthquake
18.90116667,-65.6195,109.1,3.4,pr71392898,"57 km NNE of Vieques, Puerto Rico",earthquake
-24.4747,-67.0711,168.322,4.9,us7000j4pm,"81 km WSW of San Antonio de los Cobres, Argentina",earthquake
23.9367,122.3511,24.153,4.3,us7000j4pd,"76 km E of Hualien City, Taiwan",earthquake
23.9304,122.428,26.588,4,us6000jj4u,"83 km SW of Yonakuni, Japan",earthquake
-3.1103,142.0154,31.681,4.3,us6000jj4t,"37 km W of Aitape, Papua New Guinea",earthquake
-8.9708,115.5095,101.182,4.3,us6000jj4s,"35 km ESE of Nusa Dua, Indonesia",earthquake
43.278,144.4079,132.925,4.3,us7000j4p4,"33 km N of Kushiro, Japan",earthquake
35.7022,80.2482,10,4.3,us7000j4p0,"158 km S of Hotan, China",earthquake
14.0422,-89.8553,10,4,us7000j4ny,Guatemala,earthquake
35.7622,80.0515,10,4.2,us7000j4nw,"149 km S of Hotan, China",earthquake
52.0098,-173.3985,68,3.7,ak023qn7j4c,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
-41.6122,-88.4064,10,4.9,us7000j4np,West Chile Rise,earthquake
30.5523,138.4329,409.369,4.2,us7000j4nl,"Izu Islands, Japan region",earthquake
62.9836,-150.3743,98.3,2.6,ak023qm5z4m,"57 km NNE of Petersville, Alaska",earthquake
-21.8061,-68.5563,80.783,5,us7000j4na,Chile-Bolivia border region,earthquake
38.1396,-117.9805,11.6,2.5,nn00854906,"30 km SSE of Mina, Nevada",earthquake
-32.578,-71.6813,35,4.3,us7000j4n5,"Near the coast of Valparaiso, Chile",earthquake
13.1713,-89.5353,64.735,4.3,us7000j4mz,"41 km SSW of La Libertad, El Salvador",earthquake
-14.7458,166.8888,11.805,4.9,us7000j4n4,"38 km NNW of Port-Olry, Vanuatu",earthquake
64.0929,-152.0002,20.1,2.5,ak023qkrwpr,"27 km NNE of Lake Minchumina, Alaska",earthquake
28.9867,139.3614,405,6.3,us7000j4mj,"Bonin Islands, Japan region",earthquake
14.1077,-89.8307,7.797,5,us7000j4mi,"3 km S of Zapotitlán, Guatemala",earthquake
56.6409,-156.1193,48.7,2.6,ak023qj3oyq,"123 km WSW of Akhiok, Alaska",earthquake
-7.902,128.4287,63.912,4.3,us7000j4md,"171 km ENE of Lospalos, Timor Leste",earthquake
